year_film,year_ceremony,ceremony,category,name,film,winner
1945,1946,18,WRITING (Original Screenplay),Richard Schweizer,Marie-Louise,TRUE
1945,1946,18,WRITING (Original Screenplay),Myles Connolly,Music for Millions,FALSE
1945,1946,18,WRITING (Original Screenplay),Milton Holmes,Salty O'Rourke,FALSE
1945,1946,18,WRITING (Original Screenplay),Harry Kurnitz,"What Next, Corporal Hargrove?",FALSE
1945,1946,18,WRITING (Screenplay),"Leopold Atlas, Guy Endore, Philip Stevenson",G. I. Joe,FALSE
1945,1946,18,WRITING (Screenplay),"Charles Brackett, Billy Wilder",The Lost Weekend,TRUE
1945,1946,18,WRITING (Screenplay),Ranald MacDougall,Mildred Pierce,FALSE
1945,1946,18,WRITING (Screenplay),Albert Maltz,Pride of the Marines,FALSE
1945,1946,18,WRITING (Screenplay),"Tess Slesinger, Frank Davis",A Tree Grows in Brooklyn,FALSE
1945,1946,18,SPECIAL AWARD, Walter Wanger for his six years service as President of the Academy of Motion Picture Arts and Sciences.,,TRUE
1945,1946,18,SPECIAL AWARD, Peggy Ann Garner,,TRUE
1945,1946,18,SPECIAL AWARD, The House I Live In,,TRUE
1945,1946,18,SPECIAL AWARD, Republic Studio,,TRUE
1946,1947,19,ACTOR,Fredric March,The Best Years of Our Lives,TRUE
1946,1947,19,ACTOR,Laurence Olivier,Henry V,FALSE
1946,1947,19,ACTOR,Larry Parks,The Jolson Story,FALSE
1946,1947,19,ACTOR,Gregory Peck,The Yearling,FALSE
1946,1947,19,ACTOR,James Stewart,It's a Wonderful Life,FALSE
1946,1947,19,ACTOR IN A SUPPORTING ROLE,Charles Coburn,The Green Years,FALSE
1946,1947,19,ACTOR IN A SUPPORTING ROLE,William Demarest,The Jolson Story,FALSE
1946,1947,19,ACTOR IN A SUPPORTING ROLE,Claude Rains,Notorious,FALSE
1946,1947,19,ACTOR IN A SUPPORTING ROLE,Harold Russell,The Best Years of Our Lives,TRUE
1946,1947,19,ACTOR IN A SUPPORTING ROLE,Clifton Webb,The Razor's Edge,FALSE
1946,1947,19,ACTRESS,Olivia de Havilland,To Each His Own,TRUE
1946,1947,19,ACTRESS,Celia Johnson,Brief Encounter,FALSE
1946,1947,19,ACTRESS,Jennifer Jones,Duel in the Sun,FALSE
1946,1947,19,ACTRESS,Rosalind Russell,Sister Kenny,FALSE
1946,1947,19,ACTRESS,Jane Wyman,The Yearling,FALSE
1946,1947,19,ACTRESS IN A SUPPORTING ROLE,Ethel Barrymore,The Spiral Staircase,FALSE
1946,1947,19,ACTRESS IN A SUPPORTING ROLE,Anne Baxter,The Razor's Edge,TRUE
1946,1947,19,ACTRESS IN A SUPPORTING ROLE,Lillian Gish,Duel in the Sun,FALSE
1946,1947,19,ACTRESS IN A SUPPORTING ROLE,Flora Robson,Saratoga Trunk,FALSE
1946,1947,19,ACTRESS IN A SUPPORTING ROLE,Gale Sondergaard,Anna and the King of Siam,FALSE
1946,1947,19,ART DIRECTION (Black-and-White),"Art Direction:  Lyle Wheeler, William Darling;  Interior Decoration:  Thomas Little, Frank E. Hughes",Anna and the King of Siam,TRUE
1946,1947,19,ART DIRECTION (Black-and-White),"Art Direction:  Hans Dreier, Walter Tyler;  Interior Decoration:  Sam Comer, Ray Moyer",Kitty,FALSE
1946,1947,19,ART DIRECTION (Black-and-White),"Art Direction:  Richard Day, Nathan Juran;  Interior Decoration:  Thomas Little, Paul S. Fox",The Razor's Edge,FALSE
1946,1947,19,ART DIRECTION (Color),John Bryan,Caesar and Cleopatra,FALSE
1946,1947,19,ART DIRECTION (Color),"Art Direction:  Paul Sheriff, Carmen Dillon",Henry V,FALSE
1946,1947,19,ART DIRECTION (Color),"Art Direction:  Cedric Gibbons, Paul Groesse;  Interior Decoration:  Edwin B. Willis",The Yearling,TRUE
1946,1947,19,CINEMATOGRAPHY (Black-and-White),Arthur Miller,Anna and the King of Siam,TRUE
1946,1947,19,CINEMATOGRAPHY (Black-and-White),George Folsey,The Green Years,FALSE
1946,1947,19,CINEMATOGRAPHY (Color),Joseph Walker,The Jolson Story,FALSE
1946,1947,19,CINEMATOGRAPHY (Color),"Charles Rosher, Leonard Smith, Arthur Arling",The Yearling,TRUE
1946,1947,19,DIRECTING,William Wyler,The Best Years of Our Lives,TRUE
1946,1947,19,DIRECTING,David Lean,Brief Encounter,FALSE
1946,1947,19,DIRECTING,Frank Capra,It's a Wonderful Life,FALSE
1946,1947,19,DIRECTING,Robert Siodmak,The Killers,FALSE
1946,1947,19,DIRECTING,Clarence Brown,The Yearling,FALSE
1946,1947,19,DOCUMENTARY (Short Subject),The March of Time,Atomic Power,FALSE
1946,1947,19,DOCUMENTARY (Short Subject),Artkino,Life at the Zoo,FALSE
1946,1947,19,DOCUMENTARY (Short Subject),Paramount,Paramount News Issue #37 (Twentieth Anniversary Issue!  1927.....1947),FALSE
1946,1947,19,DOCUMENTARY (Short Subject),United States Department of War,Seeds of Destiny,TRUE
1946,1947,19,DOCUMENTARY (Short Subject),"Herbert Morgan, Producer",Traffic with the Devil,FALSE
1946,1947,19,FILM EDITING,Daniel Mandell,The Best Years of Our Lives,TRUE
1946,1947,19,FILM EDITING,William Hornbeck,It's a Wonderful Life,FALSE
1946,1947,19,FILM EDITING,William Lyon,The Jolson Story,FALSE
1946,1947,19,FILM EDITING,Arthur Hilton,The Killers,FALSE
1946,1947,19,FILM EDITING,Harold Kress,The Yearling,FALSE
1946,1947,19,MUSIC (Music Score of a Dramatic or Comedy Picture),Bernard Herrmann,Anna and the King of Siam,FALSE
1946,1947,19,MUSIC (Music Score of a Dramatic or Comedy Picture),Hugo Friedhofer,The Best Years of Our Lives,TRUE
1946,1947,19,MUSIC (Music Score of a Dramatic or Comedy Picture),William Walton,Henry V,FALSE
1946,1947,19,MUSIC (Music Score of a Dramatic or Comedy Picture),Franz Waxman,Humoresque,FALSE
1946,1947,19,MUSIC (Music Score of a Dramatic or Comedy Picture),Miklos Rozsa,The Killers,FALSE
1946,1947,19,MUSIC (Scoring of a Musical Picture),Robert Emmett Dolan,Blue Skies,FALSE
1946,1947,19,MUSIC (Scoring of a Musical Picture),Alfred Newman,Centennial Summer,FALSE
1946,1947,19,MUSIC (Scoring of a Musical Picture),Lennie Hayton,The Harvey Girls,FALSE
1946,1947,19,MUSIC (Scoring of a Musical Picture),Morris Stoloff,The Jolson Story,TRUE
1946,1947,19,MUSIC (Scoring of a Musical Picture),"Ray Heindorf, Max Steiner",Night and Day,FALSE
1946,1947,19,MUSIC (Song),Music by Jerome Kern; Lyrics by Oscar Hammerstein II,Centennial Summer,FALSE
1946,1947,19,MUSIC (Song),Music by James Monaco; Lyrics by Mack Gordon,The Dolly Sisters,FALSE
1946,1947,19,MUSIC (Song),Music by Hoagy Carmichael; Lyrics by Jack Brooks,Canyon Passage,FALSE
1946,1947,19,MUSIC (Song),Music by Harry Warren; Lyrics by Johnny Mercer,The Harvey Girls,TRUE
1946,1947,19,MUSIC (Song),Music and Lyrics by Irving Berlin,Blue Skies,FALSE
1946,1947,19,BEST MOTION PICTURE,Samuel Goldwyn Productions,The Best Years of Our Lives,TRUE
1946,1947,19,BEST MOTION PICTURE,J. Arthur Rank-Two Cities Films,Henry V,FALSE
1946,1947,19,BEST MOTION PICTURE,Liberty Films,It's a Wonderful Life,FALSE
1946,1947,19,BEST MOTION PICTURE,20th Century-Fox,The Razor's Edge,FALSE
1946,1947,19,BEST MOTION PICTURE,Metro-Goldwyn-Mayer,The Yearling,FALSE
1946,1947,19,SHORT SUBJECT (Cartoon),"Frederick Quimby, Producer",The Cat Concerto,TRUE
1946,1947,19,SHORT SUBJECT (Cartoon),"Walter Lantz, Producer",Chopin's Musical Moments,FALSE
1946,1947,19,SHORT SUBJECT (Cartoon),"George Pal, Producer",John Henry and the Inky Poo,FALSE
1946,1947,19,SHORT SUBJECT (Cartoon),"Walt Disney, Producer",Squatter's Rights,FALSE
1946,1947,19,SHORT SUBJECT (Cartoon),"Edward Selzer, Producer",Walky Talky Hawky,FALSE
1946,1947,19,SHORT SUBJECT (One-reel),"Jack Eaton, Producer",Dive-Hi Champs,FALSE
1946,1947,19,SHORT SUBJECT (One-reel),"Gordon Hollingshead, Producer",Facing Your Danger,TRUE
1946,1947,19,SHORT SUBJECT (One-reel),"Edmund Reek, Producer",Golden Horses,FALSE
1946,1947,19,SHORT SUBJECT (One-reel),"Gordon Hollingshead, Producer",Smart as a Fox,FALSE
1946,1947,19,SHORT SUBJECT (One-reel),"Pete Smith, Producer",Sure Cures,FALSE
1946,1947,19,SHORT SUBJECT (Two-reel),"Gordon Hollingshead, Producer",A Boy and His Dog,TRUE
1946,1947,19,SHORT SUBJECT (Two-reel),"George B. Templeton, Producer",College Queen,FALSE
1946,1947,19,SHORT SUBJECT (Two-reel),"Jules White, Producer",Hiss and Yell,FALSE
1946,1947,19,SHORT SUBJECT (Two-reel),"Jerry Bresler, Producer",The Luckiest Guy in the World,FALSE
1946,1947,19,SOUND RECORDING,"Samuel Goldwyn Studio Sound Department, Gordon Sawyer, Sound Director",The Best Years of Our Lives,FALSE
1946,1947,19,SOUND RECORDING,"RKO Radio Studio Sound Department, John Aalberg, Sound Director",It's a Wonderful Life,FALSE
1946,1947,19,SOUND RECORDING,"Columbia Studio Sound Department, John Livadary, Sound Director",The Jolson Story,TRUE
1946,1947,19,SPECIAL EFFECTS,Special Visual Effects by Thomas Howard,Blithe Spirit,TRUE
1946,1947,19,SPECIAL EFFECTS,Special Visual Effects by William McGann; Special Audible Effects by Nathan Levinson,A Stolen Life,FALSE
1946,1947,19,WRITING (Original Motion Picture Story),Vladimir Pozner,The Dark Mirror,FALSE
1946,1947,19,WRITING (Original Motion Picture Story),Jack Patrick,The Strange Love of Martha Ivers,FALSE
1946,1947,19,WRITING (Original Motion Picture Story),Victor Trivas,The Stranger,FALSE
1946,1947,19,WRITING (Original Motion Picture Story),Charles Brackett,To Each His Own,FALSE
1946,1947,19,WRITING (Original Motion Picture Story),Clemence Dane,Vacation from Marriage,TRUE
1946,1947,19,WRITING (Original Screenplay),Raymond Chandler,The Blue Dahlia,FALSE
1946,1947,19,WRITING (Original Screenplay),Jacques Prevert,Children of Paradise,FALSE
1946,1947,19,WRITING (Original Screenplay),Ben Hecht,Notorious,FALSE
1946,1947,19,WRITING (Original Screenplay),"Norman Panama, Melvin Frank",Road to Utopia,FALSE
1946,1947,19,WRITING (Original Screenplay),"Muriel Box, Sydney Box",The Seventh Veil,TRUE
1946,1947,19,WRITING (Screenplay),"Talbot Jennings, Sally Benson",Anna and the King of Siam,FALSE
1946,1947,19,WRITING (Screenplay),Robert E. Sherwood,The Best Years of Our Lives,TRUE
1946,1947,19,WRITING (Screenplay),"David Lean, Anthony Havelock-Allan, Ronald Neame",Brief Encounter,FALSE
1946,1947,19,WRITING (Screenplay),Anthony Veiller,The Killers,FALSE
1946,1947,19,WRITING (Screenplay),"Sergio Amidei, F. Fellini",Open City,FALSE
1946,1947,19,SPECIAL AWARD, Laurence Olivier for his outstanding achievement as actor,,TRUE
1946,1947,19,SPECIAL AWARD, Harold Russell for bringing hope and courage to his fellow veterans through his appearance in The Best Years of Our Lives.,,TRUE
1946,1947,19,SPECIAL AWARD, Ernst Lubitsch for his distinguished contributions to the art of the motion picture.,,TRUE
1946,1947,19,SPECIAL AWARD, Claude Jarman,,TRUE
1946,1947,19,IRVING G. THALBERG MEMORIAL AWARD,Samuel Goldwyn,,TRUE
1947,1948,20,ACTOR,Ronald Colman,A Double Life,TRUE
1947,1948,20,ACTOR,John Garfield,Body and Soul,FALSE
1947,1948,20,ACTOR,Gregory Peck,Gentleman's Agreement,FALSE
1947,1948,20,ACTOR,William Powell,Life with Father,FALSE
1947,1948,20,ACTOR,Michael Redgrave,Mourning Becomes Electra,FALSE
1947,1948,20,ACTOR IN A SUPPORTING ROLE,Charles Bickford,The Farmer's Daughter,FALSE
1947,1948,20,ACTOR IN A SUPPORTING ROLE,Thomas Gomez,Ride the Pink Horse,FALSE
1947,1948,20,ACTOR IN A SUPPORTING ROLE,Edmund Gwenn,Miracle on 34th Street,TRUE
1947,1948,20,ACTOR IN A SUPPORTING ROLE,Robert Ryan,Crossfire,FALSE
1947,1948,20,ACTOR IN A SUPPORTING ROLE,Richard Widmark,Kiss of Death,FALSE
1947,1948,20,ACTRESS,Joan Crawford,Possessed,FALSE
1947,1948,20,ACTRESS,Susan Hayward,Smash-Up--The Story of a Woman,FALSE
1947,1948,20,ACTRESS,Dorothy McGuire,Gentleman's Agreement,FALSE
1947,1948,20,ACTRESS,Rosalind Russell,Mourning Becomes Electra,FALSE
1947,1948,20,ACTRESS,Loretta Young,The Farmer's Daughter,TRUE
1947,1948,20,ACTRESS IN A SUPPORTING ROLE,Ethel Barrymore,The Paradine Case,FALSE
1947,1948,20,ACTRESS IN A SUPPORTING ROLE,Gloria Grahame,Crossfire,FALSE
1947,1948,20,ACTRESS IN A SUPPORTING ROLE,Celeste Holm,Gentleman's Agreement,TRUE
1947,1948,20,ACTRESS IN A SUPPORTING ROLE,Marjorie Main,The Egg and I,FALSE
1947,1948,20,ACTRESS IN A SUPPORTING ROLE,Anne Revere,Gentleman's Agreement,FALSE
1947,1948,20,ART DIRECTION (Black-and-White),"Art Direction:  Lyle Wheeler, Maurice Ransford;  Set Decoration:  Thomas Little, Paul S. Fox",The Foxes of Harrow,FALSE
1947,1948,20,ART DIRECTION (Black-and-White),Art Direction:  John Bryan;  Set Decoration:  Wilfred Shingleton,Great Expectations,TRUE
1947,1948,20,ART DIRECTION (Color),Art Direction:  Alfred Junge;  Set Decoration:  Alfred Junge,Black Narcissus,TRUE
1947,1948,20,ART DIRECTION (Color),Art Direction:  Robert M. Haas;  Set Decoration:  George James Hopkins,Life with Father,FALSE
1947,1948,20,CINEMATOGRAPHY (Black-and-White),"Charles Lang, Jr.",The Ghost and Mrs. Muir,FALSE
1947,1948,20,CINEMATOGRAPHY (Black-and-White),Guy Green,Great Expectations,TRUE
1947,1948,20,CINEMATOGRAPHY (Black-and-White),George Folsey,Green Dolphin Street,FALSE
1947,1948,20,CINEMATOGRAPHY (Color),Jack Cardiff,Black Narcissus,TRUE
1947,1948,20,CINEMATOGRAPHY (Color),"Peverell Marley, William V. Skall",Life with Father,FALSE
1947,1948,20,CINEMATOGRAPHY (Color),Harry Jackson,Mother Wore Tights,FALSE
1947,1948,20,DIRECTING,Henry Koster,The Bishop's Wife,FALSE
1947,1948,20,DIRECTING,Edward Dmytryk,Crossfire,FALSE
1947,1948,20,DIRECTING,George Cukor,A Double Life,FALSE
1947,1948,20,DIRECTING,Elia Kazan,Gentleman's Agreement,TRUE
1947,1948,20,DIRECTING,David Lean,Great Expectations,FALSE
1947,1948,20,DOCUMENTARY (Feature),"Sid Rogell, Executive Producer;  Theron Warth and Richard O. Fleischer, Producers",Design for Death,TRUE
1947,1948,20,DOCUMENTARY (Feature),United States Department of State Office of Information and Educational Exchange,Journey into Medicine,FALSE
1947,1948,20,DOCUMENTARY (Feature),"Paul Rotha, Producer",The World Is Rich,FALSE
1947,1948,20,DOCUMENTARY (Short Subject),United Nations Division of Films and Visual Information,First Steps,TRUE
1947,1948,20,DOCUMENTARY (Short Subject),"Frederic Ullman, Jr., Producer",Passport to Nowhere,FALSE
1947,1948,20,DOCUMENTARY (Short Subject),Australian News & Information Bureau,School in the Mailbox,FALSE
1947,1948,20,FILM EDITING,Monica Collingwood,The Bishop's Wife,FALSE
1947,1948,20,FILM EDITING,"Francis Lyon, Robert Parrish",Body and Soul,TRUE
1947,1948,20,FILM EDITING,Harmon Jones,Gentleman's Agreement,FALSE
1947,1948,20,FILM EDITING,George White,Green Dolphin Street,FALSE
1947,1948,20,FILM EDITING,Fergus McDonell,Odd Man Out,FALSE
1947,1948,20,MUSIC (Music Score of a Dramatic or Comedy Picture),Hugo Friedhofer,The Bishop's Wife,FALSE
1947,1948,20,MUSIC (Music Score of a Dramatic or Comedy Picture),Alfred Newman,Captain from Castile,FALSE
1947,1948,20,MUSIC (Music Score of a Dramatic or Comedy Picture),Dr. Miklos Rozsa,A Double Life,TRUE
1947,1948,20,MUSIC (Music Score of a Dramatic or Comedy Picture),David Raksin,Forever Amber,FALSE
1947,1948,20,MUSIC (Music Score of a Dramatic or Comedy Picture),Max Steiner,Life with Father,FALSE
1947,1948,20,MUSIC (Scoring of a Musical Picture),Johnny Green,Fiesta,FALSE
1947,1948,20,MUSIC (Scoring of a Musical Picture),Alfred Newman,Mother Wore Tights,TRUE
1947,1948,20,MUSIC (Scoring of a Musical Picture),"Ray Heindorf, Max Steiner",My Wild Irish Rose,FALSE
1947,1948,20,MUSIC (Scoring of a Musical Picture),Robert Emmett Dolan,Road to Rio,FALSE
1947,1948,20,MUSIC (Scoring of a Musical Picture),"Daniele Amfitheatrof, Paul J. Smith, Charles Wolcott",Song of the South,FALSE
1947,1948,20,MUSIC (Song),Music by Arthur Schwartz; Lyrics by Leo Robin,"The Time, the Place and the Girl",FALSE
1947,1948,20,MUSIC (Song),Music and Lyrics by Frank Loesser,The Perils of Pauline,FALSE
1947,1948,20,MUSIC (Song),"Music and Lyrics by Ralph Blane, Roger Edens and Hugh Martin",Good News,FALSE
1947,1948,20,MUSIC (Song),Music by Josef Myrow; Lyrics by Mack Gordon,Mother Wore Tights,FALSE
1947,1948,20,MUSIC (Song),Music by Allie Wrubel; Lyrics by Ray Gilbert,Song of the South,TRUE
1947,1948,20,BEST MOTION PICTURE,Samuel Goldwyn Productions,The Bishop's Wife,FALSE
1947,1948,20,BEST MOTION PICTURE,RKO Radio,Crossfire,FALSE
1947,1948,20,BEST MOTION PICTURE,20th Century-Fox,Gentleman's Agreement,TRUE
1947,1948,20,BEST MOTION PICTURE,J. Arthur Rank-Cineguild,Great Expectations,FALSE
1947,1948,20,BEST MOTION PICTURE,20th Century-Fox,Miracle on 34th Street,FALSE
1947,1948,20,SHORT SUBJECT (Cartoon),"Walt Disney, Producer",Chip An' Dale,FALSE
1947,1948,20,SHORT SUBJECT (Cartoon),"Frederick Quimby, Producer",Dr. Jekyll and Mr. Mouse,FALSE
1947,1948,20,SHORT SUBJECT (Cartoon),"Walt Disney, Producer",Pluto's Blue Note,FALSE
1947,1948,20,SHORT SUBJECT (Cartoon),"George Pal, Producer",Tubby the Tuba,FALSE
1947,1948,20,SHORT SUBJECT (Cartoon),"Edward Selzer, Producer",Tweetie Pie,TRUE
1947,1948,20,SHORT SUBJECT (One-reel),"Thomas Mead, Producer","Brooklyn, U.S.A.",FALSE
1947,1948,20,SHORT SUBJECT (One-reel),"Herbert Moulton, Producer",Good-bye Miss Turlock,TRUE
1947,1948,20,SHORT SUBJECT (One-reel),"Jerry Fairbanks, Producer",Moon Rockets,FALSE
1947,1948,20,SHORT SUBJECT (One-reel),"Pete Smith, Producer",Now You See It,FALSE
1947,1948,20,SHORT SUBJECT (One-reel),"Gordon Hollingshead, Producer",So You Want to Be in Pictures,FALSE
1947,1948,20,SHORT SUBJECT (Two-reel),"Harry Grey, Producer",Champagne for Two,FALSE
1947,1948,20,SHORT SUBJECT (Two-reel),"Irving Allen, Producer",Climbing the Matterhorn,TRUE
1947,1948,20,SHORT SUBJECT (Two-reel),"Thomas Mead, Producer",Fight of the Wild Stallions,FALSE
1947,1948,20,SHORT SUBJECT (Two-reel),"Herbert Morgan, Producer",Give Us the Earth,FALSE
1947,1948,20,SHORT SUBJECT (Two-reel),"Ben Blake, Producer",A Voice Is Born: The Story of Niklos Gafni,FALSE
1947,1948,20,SOUND RECORDING,"Samuel Goldwyn Studio Sound Department, Gordon Sawyer, Sound Director",The Bishop's Wife,TRUE
1947,1948,20,SOUND RECORDING,"Metro-Goldwyn-Mayer Studio Sound Department, Douglas Shearer, Sound Director",Green Dolphin Street,FALSE
1947,1948,20,SOUND RECORDING,"Sound Service, Inc., Jack R. Whitney, Sound Director",T-Men,FALSE
1947,1948,20,SPECIAL EFFECTS,"Special Visual Effects by A. Arnold Gillespie, Warren Newcombe; Special Audible Effects by Douglas Shearer, Michael Steinore",Green Dolphin Street,TRUE
1947,1948,20,SPECIAL EFFECTS,"Special Visual Effects by Farciot Edouart, Devereux Jennings, Gordon Jennings, Wallace Kelley, Paul Lerpae; Special Audible Effects by George Dutton",Unconquered,FALSE
1947,1948,20,WRITING (Motion Picture Story),"Georges Chaperot, Rene Wheeler",A Cage of Nightingales,FALSE
1947,1948,20,WRITING (Motion Picture Story),"Herbert Clyde Lewis, Frederick Stephani",It Happened on Fifth Avenue,FALSE
1947,1948,20,WRITING (Motion Picture Story),Eleazar Lipsky,Kiss of Death,FALSE
1947,1948,20,WRITING (Motion Picture Story),Valentine Davies,Miracle on 34th Street,TRUE
1947,1948,20,WRITING (Motion Picture Story),"Dorothy Parker, Frank Cavett",Smash-Up--The Story of a Woman,FALSE
1947,1948,20,WRITING (Original Screenplay),Sidney Sheldon,The Bachelor and the Bobby-Soxer,TRUE
1947,1948,20,WRITING (Original Screenplay),Abraham Polonsky,Body and Soul,FALSE
1947,1948,20,WRITING (Original Screenplay),"Ruth Gordon, Garson Kanin",A Double Life,FALSE
1947,1948,20,WRITING (Original Screenplay),Charles Chaplin,Monsieur Verdoux,FALSE
1947,1948,20,WRITING (Original Screenplay),"Sergio Amidei, Adolfo Franci, C. G. Viola, Cesare Zavattini",Shoe-Shine,FALSE
1947,1948,20,WRITING (Screenplay),Richard Murphy,Boomerang!,FALSE
1947,1948,20,WRITING (Screenplay),John Paxton,Crossfire,FALSE
1947,1948,20,WRITING (Screenplay),Moss Hart,Gentleman's Agreement,FALSE
1947,1948,20,WRITING (Screenplay),"David Lean, Anthony Havelock-Allan, Ronald Neame",Great Expectations,FALSE
1947,1948,20,WRITING (Screenplay),George Seaton,Miracle on 34th Street,TRUE
1947,1948,20,SPECIAL AWARD, James Baskett for his able and heart-warming characterization of Uncle Remus,,TRUE
1947,1948,20,SPECIAL AWARD, Bill and Coo,,TRUE
1947,1948,20,SPECIAL AWARD, Shoe-Shine - the high quality of this motion picture,,TRUE
1947,1948,20,SPECIAL AWARD, Colonel William N. Selig,,TRUE
1948,1949,21,ACTOR,Lew Ayres,Johnny Belinda,FALSE
1948,1949,21,ACTOR,Montgomery Clift,The Search,FALSE
1948,1949,21,ACTOR,Dan Dailey,When My Baby Smiles at Me,FALSE
1948,1949,21,ACTOR,Laurence Olivier,Hamlet,TRUE
1948,1949,21,ACTOR,Clifton Webb,Sitting Pretty,FALSE
1948,1949,21,ACTOR IN A SUPPORTING ROLE,Charles Bickford,Johnny Belinda,FALSE
1948,1949,21,ACTOR IN A SUPPORTING ROLE,José Ferrer,Joan of Arc,FALSE
1948,1949,21,ACTOR IN A SUPPORTING ROLE,Oscar Homolka,I Remember Mama,FALSE
1948,1949,21,ACTOR IN A SUPPORTING ROLE,Walter Huston,The Treasure of the Sierra Madre,TRUE
1948,1949,21,ACTOR IN A SUPPORTING ROLE,Cecil Kellaway,The Luck of the Irish,FALSE
1948,1949,21,ACTRESS,Ingrid Bergman,Joan of Arc,FALSE
1948,1949,21,ACTRESS,Olivia de Havilland,The Snake Pit,FALSE
1948,1949,21,ACTRESS,Irene Dunne,I Remember Mama,FALSE
1948,1949,21,ACTRESS,Barbara Stanwyck,"Sorry, Wrong Number",FALSE
1948,1949,21,ACTRESS,Jane Wyman,Johnny Belinda,TRUE
1948,1949,21,ACTRESS IN A SUPPORTING ROLE,Barbara Bel Geddes,I Remember Mama,FALSE
1948,1949,21,ACTRESS IN A SUPPORTING ROLE,Ellen Corby,I Remember Mama,FALSE
1948,1949,21,ACTRESS IN A SUPPORTING ROLE,Agnes Moorehead,Johnny Belinda,FALSE
1948,1949,21,ACTRESS IN A SUPPORTING ROLE,Jean Simmons,Hamlet,FALSE
1948,1949,21,ACTRESS IN A SUPPORTING ROLE,Claire Trevor,Key Largo,TRUE
1948,1949,21,ART DIRECTION (Black-and-White),Art Direction:  Roger K. Furse;  Set Decoration:  Carmen Dillon,Hamlet,TRUE
1948,1949,21,ART DIRECTION (Black-and-White),Art Direction:  Robert Haas;  Set Decoration:  William Wallace,Johnny Belinda,FALSE
1948,1949,21,ART DIRECTION (Color),"Art Direction:  Richard Day;  Set Decoration:  Edwin Casey Roberts, Joseph Kish",Joan of Arc,FALSE
1948,1949,21,ART DIRECTION (Color),Art Direction:  Hein Heckroth;  Set Decoration:  Arthur Lawson,The Red Shoes,TRUE
1948,1949,21,CINEMATOGRAPHY (Black-and-White),"Charles B. Lang, Jr.",A Foreign Affair,FALSE
1948,1949,21,CINEMATOGRAPHY (Black-and-White),Nicholas Musuraca,I Remember Mama,FALSE
1948,1949,21,CINEMATOGRAPHY (Black-and-White),Ted McCord,Johnny Belinda,FALSE
1948,1949,21,CINEMATOGRAPHY (Black-and-White),William Daniels,The Naked City,TRUE
1948,1949,21,CINEMATOGRAPHY (Black-and-White),Joseph August,Portrait of Jennie,FALSE
1948,1949,21,CINEMATOGRAPHY (Color),Charles G. Clarke,Green Grass of Wyoming,FALSE
1948,1949,21,CINEMATOGRAPHY (Color),"Joseph Valentine, William V. Skall, Winton Hoch",Joan of Arc,TRUE
1948,1949,21,CINEMATOGRAPHY (Color),William Snyder,The Loves of Carmen,FALSE
1948,1949,21,CINEMATOGRAPHY (Color),Robert Planck,The Three Musketeers,FALSE
1948,1949,21,COSTUME DESIGN (Black-and-White),Irene,B. F.'s Daughter,FALSE
1948,1949,21,COSTUME DESIGN (Black-and-White),Roger K. Furse,Hamlet,TRUE
1948,1949,21,COSTUME DESIGN (Color),"Edith Head, Gile Steele",The Emperor Waltz,FALSE
1948,1949,21,COSTUME DESIGN (Color),"Dorothy Jeakins, Karinska",Joan of Arc,TRUE
1948,1949,21,DIRECTING,Laurence Olivier,Hamlet,FALSE
1948,1949,21,DIRECTING,Jean Negulesco,Johnny Belinda,FALSE
1948,1949,21,DIRECTING,Fred Zinnemann,The Search,FALSE
1948,1949,21,DIRECTING,Anatole Litvak,The Snake Pit,FALSE
1948,1949,21,DIRECTING,John Huston,The Treasure of the Sierra Madre,TRUE
1948,1949,21,DOCUMENTARY (Feature),"Janice Loeb, Producer",The Quiet One,FALSE
1948,1949,21,DOCUMENTARY (Feature),"Orville O. Dull, Producer",The Secret Land,TRUE
1948,1949,21,DOCUMENTARY (Short Subject),"Herbert Morgan, Producer",Heart to Heart,FALSE
1948,1949,21,DOCUMENTARY (Short Subject),United States Army Air Force,Operation Vittles,FALSE
1948,1949,21,DOCUMENTARY (Short Subject),United States Army,Toward Independence,TRUE
1948,1949,21,FILM EDITING,Frank Sullivan,Joan of Arc,FALSE
1948,1949,21,FILM EDITING,David Weisbart,Johnny Belinda,FALSE
1948,1949,21,FILM EDITING,Paul Weatherwax,The Naked City,TRUE
1948,1949,21,FILM EDITING,Christian Nyby,Red River,FALSE
1948,1949,21,FILM EDITING,Reginald Mills,The Red Shoes,FALSE
1948,1949,21,MUSIC (Music Score of a Dramatic or Comedy Picture),William Walton,Hamlet,FALSE
1948,1949,21,MUSIC (Music Score of a Dramatic or Comedy Picture),Hugo Friedhofer,Joan of Arc,FALSE
1948,1949,21,MUSIC (Music Score of a Dramatic or Comedy Picture),Max Steiner,Johnny Belinda,FALSE
1948,1949,21,MUSIC (Music Score of a Dramatic or Comedy Picture),Brian Easdale,The Red Shoes,TRUE
1948,1949,21,MUSIC (Music Score of a Dramatic or Comedy Picture),Alfred Newman,The Snake Pit,FALSE
1948,1949,21,MUSIC (Scoring of a Musical Picture),"Johnny Green, Roger Edens",Easter Parade,TRUE
1948,1949,21,MUSIC (Scoring of a Musical Picture),Victor Young,The Emperor Waltz,FALSE
1948,1949,21,MUSIC (Scoring of a Musical Picture),Lennie Hayton,The Pirate,FALSE
